userid,orderid,orderTime,orderType,city,country,continent,,,,
1.11E+11,1021755,1480171766,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1021769,1496882288,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021771,1497570387,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021768,1496496859,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021767,1496225500,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021766,1496497706,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021793,1499637326,0,香港,中国香港,亚洲,,,,
1.11E+11,1021799,1496681302,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021798,1495446268,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021796,1499547581,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021800,1504451766,1,台北,中国台湾,亚洲,,,,
1.11E+11,1021813,1490267817,0,纽约,美国,北美洲,,,,
1.11E+11,1021812,1491985780,0,巴黎,法国,欧洲,,,,
1.11E+11,1021811,1499358151,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1021810,1490632353,0,纽约,美国,北美洲,,,,
1.11E+11,1021809,1491434220,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1021807,1491087634,0,纽约,美国,北美洲,,,,
1.11E+11,1021814,1489163988,0,纽约,美国,北美洲,,,,
1.11E+11,1021818,1503100990,0,东京,日本,亚洲,,,,
1.11E+11,1021821,1478480567,0,曼谷,泰国,亚洲,,,,
1.11E+11,1021837,1480660503,0,伦敦,英国,欧洲,,,,
1.11E+11,1021838,1480661161,1,伦敦,英国,欧洲,,,,
1.11E+11,1021854,1482762640,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1021856,1485886632,0,纽约,美国,北美洲,,,,
1.11E+11,1021858,1482762873,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1021859,1486272917,0,纽约,美国,北美洲,,,,
1.11E+11,1021860,1494744108,0,蒙特利尔,加拿大,北美洲,,,,
1.11E+11,1021863,1494191381,0,曼彻斯特,英国,欧洲,,,,
1.11E+11,1021864,1499621197,0,兰卡威,马来西亚,亚洲,,,,
1.11E+11,1021865,1499358915,0,槟城,马来西亚,亚洲,,,,
1.11E+11,1021866,1499342032,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021868,1499355244,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021891,1487453256,0,京都,日本,亚洲,,,,
1.11E+11,1021892,1487692934,0,京都,日本,亚洲,,,,
1.11E+11,1021894,1487688597,0,京都,日本,亚洲,,,,
1.11E+11,1021895,1487452949,0,大阪,日本,亚洲,,,,
1.11E+11,1021905,1492169282,0,芝加哥,美国,北美洲,,,,
1.11E+11,1021904,1492383797,0,芝加哥,美国,北美洲,,,,
1.11E+11,1021903,1492168430,0,纽约,美国,北美洲,,,,
1.11E+11,1021913,1491301404,0,东京,日本,亚洲,,,,
1.11E+11,1021914,1497448798,0,圣彼得堡,俄罗斯,欧洲,,,,
1.11E+11,1021915,1490868015,0,大阪,日本,亚洲,,,,
1.11E+11,1021911,1484562703,1,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1021917,1498495225,1,伊尔库茨克,俄罗斯,欧洲,,,,
1.11E+11,1021923,1497646986,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1021924,1503495481,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1021926,1498690361,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1021933,1484710439,0,纽约,美国,北美洲,,,,
1.11E+11,1021935,1485728268,0,纽约,美国,北美洲,,,,
1.11E+11,1021931,1485891791,0,纽约,美国,北美洲,,,,
1.11E+11,1021936,1497047261,0,巴黎,法国,欧洲,,,,
1.11E+11,1021938,1492185917,0,巴黎,法国,欧洲,,,,
1.11E+11,1021953,1488222458,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1021951,1500884708,0,东京,日本,亚洲,,,,
1.11E+11,1021954,1488528457,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1021977,1486771769,0,伦敦,英国,欧洲,,,,
1.11E+11,1021978,1487378023,0,伦敦,英国,欧洲,,,,
1.11E+11,1021975,1478446999,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1021974,1493307941,0,香港,中国香港,亚洲,,,,
1.11E+11,1021991,1495314298,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1021993,1498600759,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1021996,1496007579,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1022004,1478547949,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022007,1486218110,1,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1022014,1490112923,0,台北,中国台湾,亚洲,,,,
1.11E+11,1022013,1495392072,0,台北,中国台湾,亚洲,,,,
1.11E+11,1022010,1495393987,0,台北,中国台湾,亚洲,,,,
1.11E+11,1022011,1495391860,0,台北,中国台湾,亚洲,,,,
1.11E+11,1022009,1490112665,0,台北,中国台湾,亚洲,,,,
1.11E+11,1022022,1480294714,0,纽约,美国,北美洲,,,,
1.11E+11,1022027,1502530783,0,东京,日本,亚洲,,,,
1.11E+11,1022050,1484600553,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022052,1497553726,1,东京,日本,亚洲,,,,
1.11E+11,1022066,1485555429,0,悉尼,澳大利亚,大洋洲,,,,
1.11E+11,1022068,1478472687,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022069,1500308476,0,布里斯班,澳大利亚,大洋洲,,,,
1.11E+11,1022071,1478472373,0,苏梅岛,泰国,亚洲,,,,
1.11E+11,1022073,1478473149,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022088,1487148518,0,柏林,德国,欧洲,,,,
1.11E+11,1022095,1478602009,0,温哥华,加拿大,北美洲,,,,
1.11E+11,1022140,1478612833,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1022158,1497179886,0,温哥华,加拿大,北美洲,,,,
1.11E+11,1022166,1479677579,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1022181,1494777360,1,南投,中国台湾,亚洲,,,,
1.11E+11,1022179,1494765947,1,新竹,中国台湾,亚洲,,,,
1.11E+11,1022187,1486193851,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1022191,1494873140,0,香港,中国香港,亚洲,,,,
1.11E+11,1022194,1494856071,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1022199,1494260980,0,台北,中国台湾,亚洲,,,,
1.11E+11,1022201,1498741470,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1022207,1498858587,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1022205,1494254483,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1022239,1489267511,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022260,1488007164,1,卡尔加里,加拿大,北美洲,,,,
1.11E+11,1022270,1478955463,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1022265,1490002538,1,东京,日本,亚洲,,,,
1.11E+11,1022262,1487493337,1,东京,日本,亚洲,,,,
1.11E+11,1022264,1490797009,1,东京,日本,亚洲,,,,
1.11E+11,1022266,1490697828,1,东京,日本,亚洲,,,,
1.11E+11,1022272,1487695065,1,东京,日本,亚洲,,,,
1.11E+11,1022299,1493421854,1,洛杉矶,美国,北美洲,,,,
1.11E+11,1022301,1493421715,0,圣地亚哥,美国,北美洲,,,,
1.11E+11,1022312,1494578645,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1022321,1495275857,0,东京,日本,亚洲,,,,
1.11E+11,1022338,1497803373,0,纽约,美国,北美洲,,,,
1.11E+11,1022352,1480426223,0,温哥华,加拿大,北美洲,,,,
1.11E+11,1022402,1481810178,0,名古屋,日本,亚洲,,,,
1.11E+11,1022406,1478499764,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1022398,1496098709,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022399,1479129121,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1022401,1480265226,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1022397,1479129930,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1022414,1492159871,0,多伦多,加拿大,北美洲,,,,
1.11E+11,1022430,1482309443,0,台北,中国台湾,亚洲,,,,
1.11E+11,1022435,1488815938,0,东京,日本,亚洲,,,,
1.11E+11,1022439,1478715283,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1022440,1503331860,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022441,1478715088,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1022443,1479322950,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1022486,1500977849,0,兰卡威,马来西亚,亚洲,,,,
1.11E+11,1022485,1493546407,0,大阪,日本,亚洲,,,,
1.11E+11,1022481,1499771566,0,兰卡威,马来西亚,亚洲,,,,
1.11E+11,1022514,1485367885,1,伦敦,英国,欧洲,,,,
1.11E+11,1022515,1485258689,1,杜塞尔多夫,德国,欧洲,,,,
1.11E+11,1022516,1485359507,1,科隆,德国,欧洲,,,,
1.11E+11,1022517,1485367488,1,法兰克福,德国,欧洲,,,,
1.11E+11,1022519,1488876513,1,法兰克福,德国,欧洲,,,,
1.11E+11,1022544,1496956043,0,阿布扎比,阿联酋,亚洲,,,,
1.11E+11,1022549,1496954764,0,布里斯班,澳大利亚,大洋洲,,,,
1.11E+11,1022567,1482341215,0,大阪,日本,亚洲,,,,
1.11E+11,1022568,1481842842,0,纽约,美国,北美洲,,,,
1.11E+11,1022588,1490794035,0,旧金山,美国,北美洲,,,,
1.11E+11,1022590,1491649366,1,旧金山,美国,北美洲,,,,
1.11E+11,1022591,1490794393,0,旧金山,美国,北美洲,,,,
1.11E+11,1022611,1486648601,0,温哥华,加拿大,北美洲,,,,
1.11E+11,1022612,1486546049,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1022614,1493027071,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1022627,1496065231,0,香港,中国香港,亚洲,,,,
1.11E+11,1022628,1496065415,0,香港,中国香港,亚洲,,,,
1.11E+11,1022631,1484521470,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1022637,1499380223,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022640,1499377152,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022634,1499379850,1,曼谷,泰国,亚洲,,,,
1.11E+11,1022633,1499380108,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022636,1499377341,0,曼谷,泰国,亚洲,,,,
1.11E+11,1022657,1478549251,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1022672,1494875967,0,东京,日本,亚洲,,,,
1.11E+11,1022685,1495454736,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1022688,1485692238,1,悉尼,澳大利亚,大洋洲,,,,
1.11E+11,1022690,1485693442,1,悉尼,澳大利亚,大洋洲,,,,
1.11E+11,1022691,1485905803,1,悉尼,澳大利亚,大洋洲,,,,
1.11E+11,1022728,1483609090,0,东京,日本,亚洲,,,,
1.11E+11,1022726,1482505932,0,马德里,西班牙,欧洲,,,,
1.11E+11,1022725,1483003375,1,巴塞罗那,西班牙,欧洲,,,,
1.11E+11,1022723,1482488231,1,马德里,西班牙,欧洲,,,,
1.11E+11,1022721,1492786685,1,北海道--札幌,日本,亚洲,,,,
1.11E+11,1022714,1480176486,1,巴厘岛,印度尼西亚,亚洲,,,,
1.11E+11,1022719,1492987809,0,北海道--札幌,日本,亚洲,,,,
1.11E+11,1022717,1483744093,0,东京,日本,亚洲,,,,
1.11E+11,1022715,1494189878,0,香港,中国香港,亚洲,,,,
1.11E+11,1022735,1496704009,0,沙巴--亚庇,马来西亚,亚洲,,,,
1.11E+11,1022789,1490954415,0,东京,日本,亚洲,,,,
1.11E+11,1022852,1478426876,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1022945,1484060031,0,纽约,美国,北美洲,,,,
1.11E+11,1022946,1501895930,0,纽约,美国,北美洲,,,,
1.11E+11,1022947,1480716020,0,纽约,美国,北美洲,,,,
1.11E+11,1022992,1492179776,0,大阪,日本,亚洲,,,,
1.11E+11,1022993,1492153810,0,京都,日本,亚洲,,,,
1.11E+11,1022994,1483708907,0,东京,日本,亚洲,,,,
1.11E+11,1022996,1483695882,0,东京,日本,亚洲,,,,
1.11E+11,1022997,1489186887,0,大阪,日本,亚洲,,,,
1.11E+11,1022998,1486227854,0,大阪,日本,亚洲,,,,
1.11E+11,1022991,1489709983,0,大阪,日本,亚洲,,,,
1.11E+11,1023008,1483141569,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023017,1487638891,0,华盛顿,美国,北美洲,,,,
1.11E+11,1023014,1490627894,0,纽约,美国,北美洲,,,,
1.11E+11,1023018,1495188268,0,纽约,美国,北美洲,,,,
1.11E+11,1023015,1491818415,0,纽约,美国,北美洲,,,,
1.11E+11,1023022,1493850991,0,香港,中国香港,亚洲,,,,
1.11E+11,1023029,1494372156,0,黄金海岸,澳大利亚,大洋洲,,,,
1.11E+11,1023031,1494371483,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1023027,1494371898,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1023028,1494372582,0,布里斯班,澳大利亚,大洋洲,,,,
1.11E+11,1023032,1478545609,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1023033,1480522187,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1023051,1497007090,0,奥克兰,新西兰,大洋洲,,,,
1.11E+11,1023052,1488899071,0,奥克兰,新西兰,大洋洲,,,,
1.11E+11,1023050,1494092264,0,奥克兰,新西兰,大洋洲,,,,
1.11E+11,1023068,1479320168,0,台北,中国台湾,亚洲,,,,
1.11E+11,1023073,1493557582,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1023074,1493219198,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1023085,1478603394,0,首尔,韩国,亚洲,,,,
1.11E+11,1023086,1478603587,0,首尔,韩国,亚洲,,,,
1.11E+11,1023087,1478636966,0,首尔,韩国,亚洲,,,,
1.11E+11,1023088,1492860449,0,东京,日本,亚洲,,,,
1.11E+11,1023099,1495630622,0,东京,日本,亚洲,,,,
1.11E+11,1023101,1495403316,0,大阪,日本,亚洲,,,,
1.11E+11,1023102,1495402384,0,大阪,日本,亚洲,,,,
1.11E+11,1023104,1494927386,0,大阪,日本,亚洲,,,,
1.11E+11,1023106,1495651710,0,东京,日本,亚洲,,,,
1.11E+11,1023123,1504304993,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023152,1499843792,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023147,1496085598,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023145,1485718995,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023148,1485443978,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023143,1498173886,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023142,1482413611,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023144,1485443456,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023140,1479154732,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023139,1499819778,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023137,1502040427,1,东京,日本,亚洲,,,,
1.11E+11,1023159,1503080320,0,巴塞罗那,西班牙,欧洲,,,,
1.11E+11,1023156,1503083590,1,巴塞罗那,西班牙,欧洲,,,,
1.11E+11,1023173,1478789850,0,台北,中国台湾,亚洲,,,,
1.11E+11,1023181,1493645202,0,大阪,日本,亚洲,,,,
1.11E+11,1023183,1493720341,0,大阪,日本,亚洲,,,,
1.11E+11,1023203,1493755505,0,伦敦,英国,欧洲,,,,
1.11E+11,1023202,1493757465,0,伦敦,英国,欧洲,,,,
1.11E+11,1023205,1493757006,0,伦敦,英国,欧洲,,,,
1.11E+11,1023201,1493756501,0,伦敦,英国,欧洲,,,,
1.11E+11,1023200,1495641040,0,大阪,日本,亚洲,,,,
1.11E+11,1023198,1493757243,0,伦敦,英国,欧洲,,,,
1.11E+11,1023343,1491696925,0,巴黎,法国,欧洲,,,,
1.11E+11,1023336,1492887527,0,纽约,美国,北美洲,,,,
1.11E+11,1023335,1491976166,0,巴黎,法国,欧洲,,,,
1.11E+11,1023333,1493527736,0,巴黎,法国,欧洲,,,,
1.11E+11,1023389,1497611817,0,东京,日本,亚洲,,,,
1.11E+11,1023390,1487898846,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023391,1488617226,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023394,1488935640,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023403,1484263161,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1023405,1478907708,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1023401,1478908015,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1023414,1488702529,1,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1023412,1488824080,1,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1023444,1499789693,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023443,1485765906,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023442,1479155560,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023440,1488619181,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023434,1492382202,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023436,1489842493,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023453,1486745470,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023454,1486595013,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023456,1486420532,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023504,1479412611,1,沙巴--亚庇,马来西亚,亚洲,,,,
1.11E+11,1023521,1494244118,0,清迈,泰国,亚洲,,,,
1.11E+11,1023525,1497040430,0,台北,中国台湾,亚洲,,,,
1.11E+11,1023533,1499716151,0,金边,柬埔寨,亚洲,,,,
1.11E+11,1023532,1499256159,0,金边,柬埔寨,亚洲,,,,
1.11E+11,1023530,1499977653,0,金边,柬埔寨,亚洲,,,,
1.11E+11,1023609,1492077609,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023613,1500737240,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1023649,1478448179,0,东京,日本,亚洲,,,,
1.11E+11,1023644,1478373549,0,东京,日本,亚洲,,,,
1.11E+11,1023670,1490954416,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023797,1484043693,0,马德里,西班牙,欧洲,,,,
1.11E+11,1023867,1490868015,0,东京,日本,亚洲,,,,
1.11E+11,1023868,1493994474,0,曼谷,泰国,亚洲,,,,
1.11E+11,1023873,1502464281,0,台北,中国台湾,亚洲,,,,
1.11E+11,1023970,1478789618,0,台北,中国台湾,亚洲,,,,
1.11E+11,1023984,1491494445,0,清迈,泰国,亚洲,,,,
1.11E+11,1023983,1490974485,0,楠迪,斐济,大洋洲,,,,
1.11E+11,1023982,1491493907,0,苏梅岛,泰国,亚洲,,,,
1.11E+11,1023985,1494696153,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1023979,1491494184,0,苏梅岛,泰国,亚洲,,,,
1.11E+11,1023978,1491494769,0,清迈,泰国,亚洲,,,,
1.11E+11,1023981,1490974720,0,楠迪,斐济,大洋洲,,,,
1.11E+11,1024086,1490868018,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024105,1498169599,0,槟城,马来西亚,亚洲,,,,
1.11E+11,1024107,1498168637,0,兰卡威,马来西亚,亚洲,,,,
1.11E+11,1024104,1498169840,0,槟城,马来西亚,亚洲,,,,
1.11E+11,1024102,1498169455,0,槟城,马来西亚,亚洲,,,,
1.11E+11,1024103,1498169082,0,兰卡威,马来西亚,亚洲,,,,
1.11E+11,1024113,1496168441,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024116,1490781867,0,纽约,美国,北美洲,,,,
1.11E+11,1024118,1481793405,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1024120,1482416201,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1024121,1500079003,0,巴塞罗那,西班牙,欧洲,,,,
1.11E+11,1024122,1500605943,0,巴黎,法国,欧洲,,,,
1.11E+11,1024124,1500606063,0,巴黎,法国,欧洲,,,,
1.11E+11,1024154,1501004738,1,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024160,1493559820,0,巴塞罗那,西班牙,欧洲,,,,
1.11E+11,1024165,1490710780,1,雅典,希腊,欧洲,,,,
1.11E+11,1024166,1490714446,1,斯德哥尔摩,瑞典,欧洲,,,,
1.11E+11,1024163,1490710436,1,斯德哥尔摩,瑞典,欧洲,,,,
1.11E+11,1024188,1493309368,0,大阪,日本,亚洲,,,,
1.11E+11,1024197,1503002560,0,香港,中国香港,亚洲,,,,
1.11E+11,1024196,1498681091,0,悉尼,澳大利亚,大洋洲,,,,
1.11E+11,1024195,1499504076,0,悉尼,澳大利亚,大洋洲,,,,
1.11E+11,1024193,1498684179,0,凯恩斯,澳大利亚,大洋洲,,,,
1.11E+11,1024192,1499166501,0,悉尼,澳大利亚,大洋洲,,,,
1.11E+11,1024216,1481655908,0,香港,中国香港,亚洲,,,,
1.11E+11,1024215,1482443460,0,巴黎,法国,欧洲,,,,
1.11E+11,1024214,1480871277,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024212,1488575750,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1024211,1482440766,1,巴黎,法国,欧洲,,,,
1.11E+11,1024208,1480870962,1,曼谷,泰国,亚洲,,,,
1.11E+11,1024209,1482443056,1,巴黎,法国,欧洲,,,,
1.11E+11,1024207,1488575750,1,洛杉矶,美国,北美洲,,,,
1.11E+11,1024206,1486667675,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1024202,1488575750,0,旧金山,美国,北美洲,,,,
1.11E+11,1024200,1488575750,1,洛杉矶,美国,北美洲,,,,
1.11E+11,1024296,1490868018,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024298,1494350043,0,清迈,泰国,亚洲,,,,
1.11E+11,1024383,1499537634,0,吉隆坡,马来西亚,亚洲,,,,
1.11E+11,1024403,1490699966,0,清迈,泰国,亚洲,,,,
1.11E+11,1024426,1481662808,0,首尔,韩国,亚洲,,,,
1.11E+11,1024427,1478593536,0,首尔,韩国,亚洲,,,,
1.11E+11,1024432,1502543537,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024447,1486315345,0,香港,中国香港,亚洲,,,,
1.11E+11,1024445,1496088136,0,布法罗,美国,北美洲,,,,
1.11E+11,1024454,1488986805,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1024456,1488985166,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1024463,1492444370,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1024464,1488617356,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024465,1478894406,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1024468,1488616514,1,台北,中国台湾,亚洲,,,,
1.11E+11,1024487,1496840189,0,波士顿,美国,北美洲,,,,
1.11E+11,1024490,1498810363,0,洛杉矶,美国,北美洲,,,,
1.11E+11,1024491,1485794698,0,香港,中国香港,亚洲,,,,
1.11E+11,1024492,1498558603,0,纽约,美国,北美洲,,,,
1.11E+11,1024500,1487101638,1,哥本哈根,丹麦,欧洲,,,,
1.11E+11,1024503,1496746999,0,波士顿,美国,北美洲,,,,
1.11E+11,1024504,1497612310,1,垦丁,中国台湾,亚洲,,,,
1.11E+11,1024505,1497612051,1,垦丁,中国台湾,亚洲,,,,
1.11E+11,1024519,1488550224,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024520,1488558098,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024538,1492111443,0,香港,中国香港,亚洲,,,,
1.11E+11,1024546,1492785929,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1024549,1491913241,0,旧金山,美国,北美洲,,,,
1.11E+11,1024580,1497919491,0,伦敦,英国,欧洲,,,,
1.11E+11,1024593,1500055962,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024596,1496146643,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024592,1496328744,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024608,1488917912,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024607,1500405956,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024606,1486061084,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024605,1492793899,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024603,1496824763,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024602,1482918902,0,墨尔本,澳大利亚,大洋洲,,,,
1.11E+11,1024611,1499514944,0,首尔,韩国,亚洲,,,,
1.11E+11,1024617,1481697274,0,夏威夷欧胡岛（檀香山）,美国,北美洲,,,,
1.11E+11,1024618,1481698851,0,夏威夷大岛,美国,北美洲,,,,
1.11E+11,1024616,1481698079,0,夏威夷大岛,美国,北美洲,,,,
1.11E+11,1024622,1485111595,0,大阪,日本,亚洲,,,,
1.11E+11,1024638,1498123325,0,东京,日本,亚洲,,,,
1.11E+11,1024643,1504366637,0,福冈,日本,亚洲,,,,
1.11E+11,1024641,1504812851,0,大阪,日本,亚洲,,,,
1.11E+11,1024642,1504366016,0,福冈,日本,亚洲,,,,
1.11E+11,1024654,1491930980,0,普吉岛,泰国,亚洲,,,,
1.11E+11,1024690,1497520365,0,悉尼,澳大利亚,大洋洲,,,,
1.11E+11,1024703,1498401594,0,东京,日本,亚洲,,,,
1.11E+11,1024714,1478528658,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024729,1498547284,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024736,1478979083,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024791,1485879898,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1024788,1486496978,1,新加坡,新加坡,亚洲,,,,
1.11E+11,1024803,1492803749,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024802,1492719265,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024804,1492798188,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024799,1492699592,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024800,1492726837,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024796,1492795715,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024798,1492714930,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024797,1492725106,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024805,1485130564,0,多伦多,加拿大,北美洲,,,,
1.11E+11,1024807,1486452861,0,纽约,美国,北美洲,,,,
1.11E+11,1024810,1494077631,0,新加坡,新加坡,亚洲,,,,
1.11E+11,1024819,1502812629,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024844,1488633981,0,香港,中国香港,亚洲,,,,
1.11E+11,1024841,1480700573,1,澳门,中国澳门,亚洲,,,,
1.11E+11,1024856,1495140487,0,纽约,美国,北美洲,,,,
1.11E+11,1024858,1495573185,0,纽约,美国,北美洲,,,,
1.11E+11,1024878,1484575379,0,曼谷,泰国,亚洲,,,,
1.11E+11,1024888,1497748013,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024890,1497745170,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024892,1497889563,1,台北,中国台湾,亚洲,,,,
1.11E+11,1024893,1497748196,0,台北,中国台湾,亚洲,,,,
1.11E+11,1024897,1483824785,0,巴厘岛,印度尼西亚,亚洲,,,,
1.11E+11,1024911,1479929107,0,大阪,日本,亚洲,,,,
1.11E+11,1024912,1479974637,0,大阪,日本,亚洲,,,,
1.11E+11,1024914,1479975141,0,大阪,日本,亚洲,,,,
